id,reviews.text,review_length,sentiment_polarity
AV1YtGjdglJLPUi8IOfJ,"I have been using this product for over a year now. It has worked very well for me, plus it doesn't rub off on your clothes as long as you give it 15-20 min to dry. As long as you rub it in very well it won't come out streaky, and if you apply it to your knees, elbows, ankle, or face use it very sparingly or mix it with regular lotions to prevent orangeyness. Also if you have light colored skin defiantly DONT think about getting the dark lotion instead of the medium one to get a darker tan. My friend decided to do this and her whole body turned an ugly dark orange color.",56,-0.06296296296296294
AV1YtGjdglJLPUi8IOfJ,"I've tried many self-tanners, and for me this beats most. Cost effective, and more important, it works. I've learned to mix a little body oil rather than lotion with this. Smooths on beautifully, dries quickly, leaves a better scent, and gives me the color I want. I use Jergens Shea dry body oil. I also use a body scrub and hand soap on my hands afterwards. No orange. I probably use this between two to three times a week to keep a good color. Banana Boat is BY FAR MUCH BETTER THAN LOREAL SELF TANNER. Did not like the results. Very weak color. Try this...I think you'll like it.",68,0.32118055555555564
AV1YtGjdglJLPUi8IOfJ,"I've used this product on my legs, in the summer, for years. A quick even tan, no heavy fragrance. My experience is, if applied after a shower (on dry, un-lotioned skin), and then forego scrubbing skin when showering in daily showers after that (I let the soapy water sluice over to dry and pat dry) your nice tan will fade away evenly and you'll be ready for an re-application in 5-7 days. On the day of re-applicatoin, I will go ahead and scrub my legs with a bath sponge to prepare for an even application. Can you over-apply and end up with splotchiness Yes. But what I described above generally guarantees a natural looking, non-splotchy, evenly fading tan you can rely on, all summer.",65,0.08833333333333335
AV1YtGjdglJLPUi8IOfJ,I have been using this tanner for 5 years. It is wonderful and has no odor. Ebay is the best place to buy it!,9,1.0
AV1YtGjdglJLPUi8IOfJ,"Where can i start This is my second self-tanner, the other was Kroger Brand. It smelled great, but did absolutely nothing. THIS brand is by far the best! You never get streaks, unless you use too little of the product and try to spread too little around your legs. By the way, this can be used anywhere on your body, even your face, and it didn't break me out. I'm very pale naturally, and this is the only one that makes me look NATURALLY tan. The only small flaw is that since you use a good amount of the product, so you don't streak, you go through it rather quickly. But that's just me. So, buy in bulk, as it doesn't get sold in every walmart near me, at least. Overall, the best for your buck for ANY need to look NATURALLY TAN.",69,0.18879629629629632
AV1YtGjdglJLPUi8IOfJ,"I think this product is great. It goes on easy and the color lasts a long time. It does get dirty looking around your knees and ankles, however if you apply regular body lotion after the tanning lotion and rub those area's it smooths it right out and matches the color. I also apply less tanning lotion to those areas and it seems to not give you the dirty look. This is great product for someone who cannot go out in the sun and get a normal tan. It does not make your skin look orange either..... I highly recommend.",54,0.11021645021645021
AV1YtGjdglJLPUi8IOfJ,"I have tried dozens of self tanner's, BB self tanner is simply the best, tan's evenly looks natural and is priced very well.",15,0.55
AV1YtGjdglJLPUi8IOfJ,"I love it!! I've tried so many others and they are no match. This goes on natural looking. Just use a dry cloth to wipe knees, toes, around ankles and the back of legs behind knees after you rub it in. I have got alot of compliments with this... most people can't beleive its not real. It blends in with my natural skin tone. I get so aggravated when I go to a store and they have every brand but this one. And btw: the lotion is much better than the spray. Don't stop selling. The best!! thus far!!",51,0.23030303030303034
AV1YtGjdglJLPUi8IOfJ,"Just the right color, not too dark for my light skin! The key is to use a little at a time and follow directions. The sad thing is I ordered several different items from the same department. What a shame you didn't mail more products at one time! Several products came one at a time! WHAT a waste of money!",31,-0.035178571428571434
AV1YtGjdglJLPUi8IOfJ,This gives you a nice color with the really bad smell! Didn't make me orange or have weird spots! Follow the director and you should be fine! I use Banana Boat Tanning oil and Tanning Spray! Love all 3! Gets you tan in one night!,26,0.06333333333333337
AV1YtGjdglJLPUi8IOfJ,"This product is amazing. I had a ridiculously white belly and the rest of my body was tan! I was going to the beach and 2 days and just the sun alone couldn't help me get a tan that fast. So, I went online and read about this product. I went to wal-mart and decided to try it out for myself. And truthfully, this product works wonders! It adjusted to my skin tone and it didn't make me look orange. My belly actually matched the rest of my body for once. It took one application to notice a difference. It's so simple and easy to use too! Seriously folks, if you need a tan on one part of your body then use this. It works best if you apply it more then one time, but you can notice a difference immediately. It works wonders. Buy this is you need a good tan!",72,0.31000000000000005
AV1YtGjdglJLPUi8IOfJ,i got this product and it went on really well...i got the deep dark color....after applying 3 hours later i was dark..but in a good way it looked like ive been on the beach and got a good tan....,22,0.24166666666666667
AV1YtGjdglJLPUi8IOfJ,"After reading many positive reviews, I decided to give this product a go. I had an extremely pale belly and legs. After only one application, my skin has a tan. I absolutely love it and will continue to use.",20,0.25431818181818183
AV1YtGjdglJLPUi8IOfJ,"I have used this product year around to keep a nice summer glow for 10 years, often i have people ask if I've been some where warm to get a tan and after they find out it's a lotion tan they're suprised. As long as you follow a few tips this it works great. I mostly use it on my face, When I use it on my face but i use a qtip to wipe excess around just the outside of my nostrils, on my eyebrows and along my hairline. When i use it on my body i apply it where you would normally get sun (ex the top of your arm) and blend it with plain lotion around dry areas of skin, especially the hands, feet and elbows. If you're applying to your arms and hands wash just your palms and inside of your fingers after applying with soap and lightly dry the tops of your hands and knuckles with a towel then use plain lotion on your palms and underside of wrist and blend for best effect.",87,0.25272108843537416
AV1YtGjdglJLPUi8IOfJ,"I tried this out at the beginning of last summer because I was working alot and didn't really have the time to get tan-ready. The first time I used it, I used too much on my ankles and knees, so they looked kind of dirty. But the dirty effect wears off in a day or two. I absolutely love this product and it gives me an amazing tan color! I only use it about once week, (twice if i want to look a little darker) and it has lasted me quiet a long time! So I think it is a great deal and you really get a natural looking tan everytime!",53,0.13416666666666668
AV1YtGjdglJLPUi8IOfJ,I have used this product year-round for a couple of years. I use it on my face/neck only and it adds just a touch of color. Perfect!,11,1.0
AV1ZSp2uglJLPUi8IQFy,Works just fine.,2,0.4166666666666667
AV1ZSp2uglJLPUi8IQFy,Fresh and clean face,3,0.33333333333333337
AV1ZSp2uglJLPUi8IQFy,Love it.,1,0.5
AV1ZSp2uglJLPUi8IQFy,I was recommended this by my dermatologist when my skin was breaking out and I was on two different topical treatments that dried out my skin and made it peel. This is probably the most gentle cleanser you can find on the whole market and it leaves your skin feeling super soft and no residue left behind. Whenever my skin starts getting dried out and sensitive to other products I always use this until it's back to normal and makes the uncomfortable healing process much more pleasant. This in conjunction with the lotion is a miracle. Highly recommend if in need for something gentle and effective,52,0.08203703703703703
AV1ZSp2uglJLPUi8IQFy,Love Cetaphil Skin Cleanser leaves your face clean soft.,8,0.32222222222222224
AV1ZSp2uglJLPUi8IQFy,Nice Product,2,0.6
AV1ZT7GLglJLPUi8IQLI,I want a shampoo that will make my curly hair come back to life.,8,0.0
AV1ZT7GLglJLPUi8IQLI,The shampoo did not smell quite as bad as the conditioner. The conditioner smells like tire cleaner. I had a friend smell them and she was disgusted too. The package was in plastic wrap so I could not smell before I purchased. My hair fell out too. Very disappointed.,22,-0.8166666666666665
AV1ZT7GLglJLPUi8IQLI,I loveeeeeeeee this shampoo/conditioner it's really great.,4,0.8
AV1ZT7GLglJLPUi8IQLI,"This is some really good shampoo/conditioner my hair was fizzy, dry, damaged, and very hard to comb, but when I started using these products my hair became silky, smooth, easy to comb, soft, and more healthier. I love this stuff I also use the sleek anti-frizz cream for fizz and heat protection.",30,0.2535714285714286
AV1ZVIgy-jtxr-f31W9N,Texture not quite what I've had in other brands. Used it on top of a salad. Slightly fishy smell. Yes it's white tuna. Just not the best part of the fish. I would not use it for tuna salad sandwiches. Probably be okay in a casserole or cooked dish.,26,0.3666666666666667
AV1ZVIgy-jtxr-f31W9N,I've had premium tuna in a can and this was not even close.,5,0.0
AV1ZVIgy-jtxr-f31W9N,"I had 2 cans of tuna. One was Bumble Bee the other was a different brand (Brand S). I was making lunch for my husband I (Tuna on toast) and decided to do a taste test of both brands. I found that the Bumble Bee had a better flavor and it was dry like Brand S. I know that sounds funny hearing that a tuna packed in water is dry but I think you know what it's like when you have meat or fish that is dry tastes like it was overcooked. Well, that wasn't the case for Bumble Bee. It also looked better in the can. I will buy Bumble Bee from now on.",53,0.15
AVpe_N91LJeJML43z4jD,This 3-shelf bookcase is perfect for any small space that you want to make useful. The assembly is by far the easiest I have ever encountered. The bookshelf looks really authentic and is super stable.,19,0.33055555555555555
AVpe_pDG1cnluZ0-bjSf,Good all purpose spray,3,0.7
AVpe_y-I1cnluZ0-bmvh,"I was not impressed with this product at all, could of used the shampoo and gotten the same results. I was anticipating a prominent original carrot smell and it was lacking. Nourishing I think not!",15,0.625
AVpe_y-I1cnluZ0-bmvh,"Very minimal scent, a little goes a long way. I have well water so no matter how good, I still need a lot of moisturizer post shower. For the price, ingredients, and overall performance, I would recommend.",22,0.0725
AVpe_y-I1cnluZ0-bmvh,"I love it!!! The smell is great, the gel leaves my skin feeling so soft and hydrated. I do agree with other reviewers- it is difficult to squeeze the gel out of the bottle. However, I have discovered that leaving the bottle the right way up (not upside down), actually makes the squeezing much easier. I am happy to have found this gel I have very sensitive skin prone to allergies, and have not had any problems with it. Will buy it again!",36,0.253968253968254
AVpe_y-I1cnluZ0-bmvh,It smooths dry skin . Great all over body wash. Ladies u know what I mean.,10,0.1402777777777778
AVpe_y-I1cnluZ0-bmvh,Yes to... ANYTHING is my favorite. And I won't buy anything else... I'm a bit obsessed :),10,0.0
AVpe_y-I1cnluZ0-bmvh,"Unlike a majority of Yes To products this is massive. I used the cucumber wash before this and I love them both equally. My skin is very sensitive and will dry out quickly with the wrong product, but both of these are fantastic.",17,0.06190476190476191
AVpe_y-I1cnluZ0-bmvh,This is the best shower gel I have found. It has such a wonderful fragrance and makes your skin feel wonderful too! I love the fact also that the ingredients are not harmful and the price is great too!,17,0.86
AVpe_y-I1cnluZ0-bmvh,Great fragrance for a delightful shower gel! I take a mini bottle with me when I travel. I highly recommend this product.,12,0.6533333333333333
AVpe31o71cnluZ0-YrSD,"The preview leads you to believe it's a comedy. With Johnny Depp, I believed it would be good. About half way through, I realized it was not going to get funny. Every humorous scene was in the previews. I gave the disk to my daughter, and told her she could keep it........ she returned it to me the next day, and told me she didn't want it.",31,0.25666666666666665
AVpe31o71cnluZ0-YrSD,Not one of his best. I should have passed on this one.,4,1.0
AVpe31o71cnluZ0-YrSD,liked this movie.........................................,2,0.6
AVpe31o71cnluZ0-YrSD,Great for your home collection expecially it you like Johnny Depp and Michelle Phifer.,9,0.8
AVpe31o71cnluZ0-YrSD,a surpisingly good performance by the daughter in this movie.A good movie overall to watch,9,0.4666666666666666
AVpe31o71cnluZ0-YrSD,"i watched this movie in the theaters and i loved this movie from the start. this was a remake of the old version of dark shadows. the movie was set in the hippie days in a booming community dependent on the commercial fishing, the movie starts buy a crew of construction workers uncovering what has been buried for years (barbus Collins). as he restore's what once was collin wood he runs into the witch that has cursed him and from their things get very interesting as them compete against one another. i dont want to give to many details but the movie was overall great and need be watched by anyone that likes johnny depp movies.",58,0.30625
AVpe31o71cnluZ0-YrSD,This was a totally awesome movie. Can't wait until part 2 comes out.,7,1.0
AVpe31o71cnluZ0-YrSD,"This has to be the best movie in the whole world, it has amazing actors -Johnny Depp!!- and its hilarious. I love this movie sooooooooooooooooooooooooooooo much!",13,0.5
AVpe31o71cnluZ0-YrSD,"really funny movie - wanted to add it to my collection - love the cameos at the ""Dance"" and Alice Cooper steals the show ""Ugliest woman I've ever seen"" - great line !!!",20,0.5166666666666667
AVpe31o71cnluZ0-YrSD,"Important qualifier - I have never seen an episode of the Dark Shadows TV series. This is my one and only exposure to the Dark Shadows world and I'm sure it is little-to-nothing like the source material.This is your typical Burton-Depp-Bonham Carter collaboration. Dark, darkly-funny, and darkly-weird. Though this collaboration also gets the amazing benefit of Michelle Pfeiffer and Eva Green's on-screen presence.I thought it was loads of fun for pure escapist viewing.If you are looking for something that pays direct tribute to the series, it's my understanding that you will be disappointed.",53,0.06796536796536796
AVpe31o71cnluZ0-YrSD,"When I first heard that Burton was doing Dark Shadows I was a bit worried. After all, how could it compete with the original Quite well, as it turns out. True, the original concept would have made 'purists' happy, but Depp, while acknowledging ALL the built-in comedy, intentionally (I hope) down-plays the humor, making it work even better. Michelle Pfeiffer was WONDERFUL as Elizabeth Collins-Stoddard! Forceful and pragmatic. And beautiful, of course! Helena Bonham-Carter (My FAVORITE Ophelia!) was FANTASTIC as Dr Julia... even down to some of the mannerisms used in the TV show... I must admit that I thought the 'adjustment to the pedigree' was added a bit too late, but after watching it more-than-once (which is EASY to do) it bothers me less each time I watch it. I must acknowledge the cameo of the original Barnabas, Johnathan Frid, at the 'happening'. NICE touch! I originally saw it in the theater and vowed that I would own it when it came out on DVD. Preordered. DONE! I cannot think of ANYTHING I truly disliked about this movie... Nothing at all!",94,0.3537037037037037
AVpe31o71cnluZ0-YrSD,"I loved this movie, went to see it in theaters because it was the only one my friends and I could agree on. I wasn't sure what to expect but it didn't disappoint but its not a movie to let kids under 16 to watch. I was surprised with some of the scenes and because of them the rating.",21,0.43333333333333335
AVpe31o71cnluZ0-YrSD,"i used to watch it long ago when i was a lot younger, it was scary, now, it's just too funny. actually, you can't appreciate it unless you watched it in the 60s. and i am watching the 60's series on NETFLIX, so i love it even more...",18,0.033333333333333326
AVpe31o71cnluZ0-YrSD,I like this movie. I like vampires. I like jonney depp.,7,0.0
AVpe38Uy1cnluZ0-YuJR,"Great DVD, one of his best. Thank you for having it.",5,0.9
AVpe41TqilAPnD_xQH3d,This was a boring movie i couldnt watch 20 minutes,5,-1.0
AVpe41TqilAPnD_xQH3d,"I found this movie boring, stupid and a waste of time and money. Not funny at all.",8,-0.43749999999999994
AVpe41TqilAPnD_xQH3d,"A good fraternity movie without plot, character, and reason but tried to shock.",9,0.7
AVpe41TqilAPnD_xQH3d,I heard this movie was amazing i watched it and it sucked,5,0.6000000000000001
AVpe41TqilAPnD_xQH3d,"One might call Mike and Dave Need Wedding Dates director Jake Szymanski's feature debut and to a degree I guess that's correct as this is his first film getting a wide theatrical release (and his first that runs over an hour), but Szymanski is no stranger to comedy or the space in which it occupies in Hollywood. In fact, Szymanski turned Andy Samberg's rather thin idea for a 30 for 30 parody into a rather entertaining forty-five minutes last summer. All of this doesn't necessarily mean that Mike and Dave is anything more than one might expect it to be (it's not) and despite sounding like one of those straight to VHS American Pie knock-offs where you might find Tara Reid and the chubby kid from The Sandlot working not-so hard to earn a paycheck, Mike and Dave actually delivers on the promises and premise that have been set up in its marketing. Though it might seem obvious that 20th Century Fox would like to make something of a comedic brand out of Mike and Dave (Mike & Dave Go to London, Mike and Dave Take the World) it somewhat feels as if Szymanski and writers Andrew Jay Cohen and Brendan O'Brien feel the opposite. Mike and Dave Need Wedding Dates is very much a contained story that gives our main cast of characters defined arcs that take them from one clear point in their lives to the next. What is nice about what both the writers and Szymanski do though is that they don't allow this transformative period to completely define these characters. The titular siblings are still very much who they were in the beginning of the movie at the end of the movie save for the fact they've learned a few lessons and earned some perspective. What I'm saying is that Mike and Dave doesn't turn into a fable of some kind where the intent of the film is to teach its characters and audience a lesson, but rather is more about the challenges and obstacles presented in a certain situation and how a specific type of person deals in the messes they've made. This is undoubtedly the films strongest trait in that it doesn't become wholly what we expect though it is mostly the obtrusive and familiar raunchy comedy you hoped it would be if you bought a ticket in the first place. That said, Mike and Dave delivers some modest pleasures for, despite largely adhering to the beats of the genre, it excels in hitting those beats through a likable and appealing cast.",229,0.12547268907563028
AVpe41TqilAPnD_xQH3d,Not the funniest movie ive ever seen but def not the worst either..,8,-1.0
AVpe41TqilAPnD_xQH3d,Was a so so comedy for me. Could have been funnier.,3,0.0
AVpe41TqilAPnD_xQH3d,"Ok for adult audience, another movie in the genre of comedies and trying to have intercourse",9,0.3
AVpe41TqilAPnD_xQH3d,Was not too impressed with the movie I only bought it cuz it was on sale didn't really like it,8,0.6
AVpe41TqilAPnD_xQH3d,Thought this would be a stinker but it's not too bad!,4,-0.5999999999999999
AVpe41TqilAPnD_xQH3d,This is hilariously funny. The things that they up to in this are crazy.,4,-0.175
AVpe41TqilAPnD_xQH3d,You could tell just by the cast that this was going to be funny. And it did not disappoint. I would recommend this to someone having a bad day.,11,-0.22499999999999992
AVpe41TqilAPnD_xQH3d,"Excellent movie for adults only This is particularly good in the ultra 4K high definition format. Adult humor and content, children not welcome.",15,0.5519999999999999
AVpe41TqilAPnD_xQH3d,"Excellent movie for adults only��� This is particularly good in the ultra 4K high definition format. Adult humor and content, children not welcome.",16,0.5519999999999999
AVpe41TqilAPnD_xQH3d,Yes yes and yes this movie is the one too see. So funny kept me up half the night watching it.,11,0.04166666666666667
AVpe41TqilAPnD_xQH3d,adam devine is grabbed my attention from the tv show workaholics. since then i have watched most of his movies and he hasn't disappointed yet.,13,-0.75
AVpe41TqilAPnD_xQH3d,"Didn't see this in the theater, but wanted to ..I wasn't disappointed",6,-0.75
AVpe41TqilAPnD_xQH3d,Funny very funny i can watch it over and over again,3,0.25
AVpe41TqilAPnD_xQH3d,I was not expectong this. I came up on the movie at the best buy store.glad o purshase.it,7,1.0
AVpe41TqilAPnD_xQH3d,This movie was really good too watch and soo funny,6,0.475
AVpe41TqilAPnD_xQH3d,This show was really good to watch enjoying it lot,6,0.6
AVpe41TqilAPnD_xQH3d,Best wedding comedy since the hangover can't wait for a sequel,8,1.0
AVpe41TqilAPnD_xQH3d,Not very good movie but we made it work specially with Best Buy,7,0.85
AVpe4-GPLJeJML43xmuY,"Progresso had a Meatball and Rice soup last year (2015) that Target carried in the Bay Area and I loved it, kept going back to purchase larger and larger quantities when I ran out. Then the weather got hot and I stopped buying soup. With winter again, I wanted that soup and couldn't find it anywhere. I was so happy when I found that Target.com had it and purchased more than a dozen cans. Much to my surprise, it's not the same recipe! The soup I had last year was tomato based and only had meatballs. This soup is also tomato based, I think. I couldn't quite tell because of how much oregano was in it. And it had chunks of chicken and bits of corn. It tastes so different from the soup from last year! I've decided to donate the rest of my cans to a food bank for the holidays and hope that someone else will like it more than me. Target.com had great prices and the delivery was incredibly fast. The cans of soup were wrapped in heavy duty plastic bags, somewhat wasteful but definitely helpful to prevent spills should any cans unexpectedly get punctured or damaged, although none were damaged. Too bad the plastic bags had some tiny holes in them, otherwise I could have put them to other uses as pet waste pick-up, oh well. So, overall, the soup was a disappointment but the buying experience was good.",124,0.06874999999999999
AVpe4hlXLJeJML43xbrB,It's good.,1,0.7
AVpe4hlXLJeJML43xbrB,Great!,1,0.8
AVpe59io1cnluZ0-ZgDU,"My family and I absolutely love the first one. Seen it maybe 8+ times and still cracks me up. That said, after watching the 2nd one, we all thought is was a major let down. The humor was pushed and not natural. Used the grandmother way too much, and each time it wasn't funny, but was ridiculous. And this will be weird saying, but everything was too ""Greek"". Yes, we understand that the family is 100% Greek, but the movie made them out to be absolute idiots (their homes especially). In the last move, Toula ended up being a very strong character, but she is back to being frumpy again at the beginning of the 2nd movie and having to find herself again. The list goes on and on and there are just too many reasons to skip this movie. Go back and watch the first one, laugh and enjoy it, and don't ruin it by witnessing this disappointment.",71,0.057738095238095234
AVpe59io1cnluZ0-ZgDU,Very disappointing movie - do not recommend at ALL.,3,-0.6
AVpe59io1cnluZ0-ZgDU,Unhappy that I can't return or view dvd out of $17.00,5,-0.6
AVpe59io1cnluZ0-ZgDU,This was a horrible remake very very bad writing..,4,-0.8499999999999999
AVpe59io1cnluZ0-ZgDU,My fiance likes these movies for some reason. They are terrible.,5,-1.0
AVpe59io1cnluZ0-ZgDU,"Not as good as the 1st movie...usually not an easy task to make a 2nd movie after 20 years & this had its moments but was just not as good as you hope it will be. This is one of those movies that probably will never be watched a 2nd time, unlike the 1st movie.",22,0.611111111111111
AVpe59io1cnluZ0-ZgDU,nice movie . to watch with the family.,4,0.6
AVpe59io1cnluZ0-ZgDU,This movie is just down right funny . . . just funny?!,4,0.2619047619047619
AVpe59io1cnluZ0-ZgDU,It was a great purchase you received two free movies,6,0.6000000000000001
AVpe59io1cnluZ0-ZgDU,LOVE LOVE LOVE BOTH MOVIES,4,0.5
AVpe59io1cnluZ0-ZgDU,"The movie was not disappointing, it had the same characters, was not boring",4,-0.8
AVpe59io1cnluZ0-ZgDU,"I like the first movie,I'm enjoy this because is family movie is very sentimental ������������������",8,0.13333333333333333
AVpe59io1cnluZ0-ZgDU,GREAT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,0.8
AVpe59io1cnluZ0-ZgDU,"I like the first movie,I'm enjoy this because is family movie is very sentimental",7,0.13333333333333333
AVpe5c23LJeJML43xybi,"It has been working well without any problem. Also it's very quiet. It has a auto-shut off feature when it reaches to the temperature. Auto-shut off comes with both good and bad. I use it in my office when it gets too cold. Since it automatically shuts-off, I'm afraid I might forget to turn it off when I leave my work. Besides it, it has been working well.",31,-0.23999999999999994
AVpe5c23LJeJML43xybi,"I enjoy this purchase, especially for the price. It works quickly, but just a tad on the loud side. It is still work the money.",12,0.20833333333333334
AVpe5s3RLJeJML43x4eA,It smell different with Agedfy Shampoo I found. After blow dried ...it smells more worst. Did not like at all. The result was flat and fizzy. I would not buy this product. Sorry .... This review was collected as part of a promotion.,21,-0.345
AVpe5s3RLJeJML43x4eA,"It smells great and I love the texture, however, it leaves my hair uber-oily. I can't deal with it being so stringy after a wash. This review was collected as part of a promotion.",16,0.65
AVpe5s3RLJeJML43x4eA,"Well, I definitely did not like the Pro-V AgeDefy conditioner. I was excited to try the pair of shampoo and conditioner together but was not overly impressed with the outcome of my hair. The conditioner not only smells like vitamins (not very appealing) but it left my hair limp and lifeless. I tried the conditioner with other shampoos thinking it might be the shampoo, but unfortunately I got the same results. Won't be purchasing this conditioner in the future. This review was collected as part of a promotion.",42,0.146875
AVpe5s3RLJeJML43x4eA,When I first got this product I thought that the scent was a bit overwhelming but that didn't translate in the shower or on my hair. My hair is very fine and I don't have a lot so I don't use conditioner as the product just weighs my hair down. Testing out this product was the first time I've used conditioner in a LONG time. The product did leave my hair very shiny and smooth....I loved the feel of my hair. Unfortunately I find this product to heavy on my hair as it ended up flat and limp. I gave up using this product after two uses as I didn't like the look of my lifeless hair. I don't think this product is good for people with fine hair like me. This review was collected as part of a promotion.,68,0.18819444444444444
AVpe5s3RLJeJML43x4eA,"As for the conditioner I loved the scent it left on my hair. It felt very silky and soft when my hair was wet. But again, it made my hair way to frizzy like I just came out of a wind storm. As long as my hair was wet I was ok, but as soon as my hair started to dry game over my hair had a mind of it's own. I did have a nice shine in my hair and it did smell good, but otherwise it is a no go for me. But everyone has to try it so they came make their own opinion and decide for themselves. Pantene is a great product and I have used some of their other products before, but this one is just not for me. This review was collected as part of a promotion.",52,0.2236111111111111
AVpe5s3RLJeJML43x4eA,"I have been using the Age Defy line for about a month now and while I love the smell of the product (and the lather that the shampoo provided) I really cannot give this conditioner a great review. I felt that I really had to use a lot of it on my hair which is highlighted, a bit dry, thin and fine. I ended up finally purchasing a good finishing oil to get a result which I didn't have to do with my previous conditioner. Compared to other Pantene conditioners I have tried, I would give this product a miss. This review was collected as part of a promotion.",50,0.21833333333333335
AVpe5s3RLJeJML43x4eA,"I did notice it made my hair feel much softer and did notice less hair in the sink but I did find it very heavy compared to what I was using and it weighed my hair down. It didn't help with making my hair look full or the frizziness. All in all, it definitely made my hair smoother and more hydrated but it's not something I would purchase This review was collected as part of a promotion.",35,0.03666666666666667
AVpe5s3RLJeJML43x4eA,"So I have to do a second report as a follow up to my first. I have given this product the good old college try but have had to stop using. Although the conditioner makes my hair manageable and soft and the scent is very nice, I experience extreme flyaways after using so much so, that I must go two days (between hair washing) with very little interaction between my hair and a hair brush. I have moved to another conditioner and the fly aways went away. This review was collected as part of a promotion.",47,0.24375
AVpe5s3RLJeJML43x4eA,"My husband and I use Pantene products regularly. This was our first time however, trying Pantene Expert Pro-V AgeDefy Conditioner. Personally, I was not a fan of this product right from the start. I did not like the scent at all. It has a peculiar medicinal-like smell to it which put me off immediately. Also, I found that these products (both the Pantene Expert Pro-V AgeDefy Shampoo Conditioner) were too rich for my fine hair oily scalp. My hair was left lifeless, with no volume and unmanageable. I make an effort not to wash my colour-treated hair everyday to maintain the colour longer. This certainly is not possible with Pantene Expert Pro-V AgeDefy Conditioner. By the second day after using the shampoo and conditioner, my hair was greasy, flat and smelled bad. Since this product was not right for me, I decided to pass it on to my husband who reports back to me that he likes Pantene Expert Pro-V AgeDefy Conditioner and will likely continue buying it. Although this product is not right for me, it did end up being a success for my husband. This review was collected as part of a promotion.",98,0.07961309523809525
AVpe5s3RLJeJML43x4eA,I've only been using this product for 2 week but surprisingly I have already seen some difference in my hair. It does feel and also looks lot smoother. I'm excited to see what difference there may be in another 2 weeks. I will buzz with an update. This review was collected as part of a promotion.,27,0.5375
AVpe5s3RLJeJML43x4eA,I really was not impressed with this one I felt it made my hair dull after the first use.There was no harsh smell to it which was a plus but on the overall I would not purchase this. I would definately stick with the shampoo. This review was collected as part of a promotion.,23,0.15166666666666667
AVpe5s3RLJeJML43x4eA,It was alright. It smells nice and it works pretty well. It made my hair really soft maybe too soft though. I had a hard time styling my hair when it was dry. It was unmanageable. This review was collected as part of a promotion.,23,0.11527777777777777
AVpe5s3RLJeJML43x4eA,I use it for one week but I didn't like the feeling in my hair ... but I pass it to my mother and she love it ! :) This review was collected as part of a promotion.,14,0.5
AVpe5s3RLJeJML43x4eA,"BzzAgent offered to send me Pantene Pro-V shampoo and conditioner. I chose the Age Defy as the claim stated on the bottle is that it instantly restores youthful vitality. Sounded great, right When I received the bottle I noted that it stated 7 signs of aging hair: (1) breakage (2) split ends (3) frizz (4) unruly greys (5) lackluster colour (6) thin look (7) dryness My hair definitely suffers from breakage and split ends, and there are indeed a few unruly greys...perhaps a little more every day. The other issues weren't really a concern for me, but since it was sent to me for free I figured I'd give it a go. I was intrigued by the bottle. It didn't match it's shampoo sister. Instead of being tall and thin, it was almost conical, with the opening at the bottom. Very smart design as it allows the viscous product to settle down at the spout, and thus render it easier to squeeze out of the bottle. I also liked that the plastic was malleable, making it easy to dispense product. I was surprised that there was only 237mL of product in the condition, compared to the 285mL of shampoo since most folks tend to use more conditioner than shampoo. Like the shampoo, the conditioner has that typical Pantene scent, which I find pleasant and not overwhelming. It has a thick and creamy consistency which spreads easily over the hair strands, and combs through nicely withinthe shower. I always use both shampoo and conditioner so it is difficult to comment on how the conditioner works on its own. I can say that my hair felt silky smooth, which I suspect is due to the presence of silicone in the conditioner. My hair smelled great, but there wasn't any noticeable change. I still had breakage and I still had split ends, and my greys were just as unruly as they had been. All in all, I'm rating this conditioner 3 out of 5 starts. In my mind, it is pretty average. My hair felt smooth, but it became oddly subject to static electricity which I had not experienced prior. Like its shampoo sister, it left my hair smelling pleasant, but I hope most conditioners would do so. I would not go out of my way to pick up another bottle, but I would certainly use it again if it were provided to me. This review was collected as part of a promotion.",199,0.1939935064935065
AVpe5s3RLJeJML43x4eA,"As a conditioner, the Pantene Expert Pro-V AgeDefy did not perform any better or worse than any other Pantene conditioner and the scent was nice. If I accidentally used too much, before the end of the day my hair would look greasy and stringy. Applied just to the ends and it left too many tangles to comb out. A full-sized bottle lasted almost an entire month and while I don't have super thick hair, I do have long hair and I wash and condition it daily. Overall, I would not spend the extra money to buy the Expert Pro-V line. This review was collected as part of a promotion.",56,0.10641025641025639
AVpe5s3RLJeJML43x4eA,"While I was disappointed with the Age defy shampoo from Pantene, the conditioner definitely ranks higher. The bottle design is great, and I am able to get every last bit of of it. The new design is definitely a plus. The scent is lovely too. Not over powering, but stays with me throughout the day. I have thin fine hair that falls below my shoulders, and a small dollop covers from root to tip. The coverage is great. Rinsing it out is easy, without the buildup or taking extra time to rinse. My hair feels softer, even when still damp. My brush goes through smoothly without much tugging or struggling required. I do notice I still have some flyaways after drying. It's still soft and supple though, which is nice. I will say, it didn't really meet all of the claims for Age Defy. However, I am definitely going to try the different Pantene products with the hope that age defy just want the right choice for my hair type. This review was collected as part of a promotion.",96,0.18356860530773578
